Str. di prima assegnazione;Anno;Data di presentazione;Tipo di segnalazione - codice;Tipo di segnalazione - descrizione;Area tematica - codice;Descrizione area tematica;Argomento - codice;Descrizione argomento;Tipo arrivo - codice;Descrizione tipo arrivo;Canale di risposta - codice;Descr. modalità di risposta;Punto esclamativo SI/NO;Municipio di riferimento (tramite geo-localizzazione)
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO TUSCOLANO -(EX GRUPPO X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;7
MUNICIPIO ROMA XIII (EX MUNICIPIO XVIII);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;258;RIFIUTI ABBANDONATI;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;03/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;7;Portale;6;Web;NO;1
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO TUSCOLANO -(EX GRUPPO X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;7
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO TREVI -(EX GRUPPO I);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;376;ACCAMPAMENTO/INSEDIAMENTO ABUSIVO;7;Portale;6;Web;NO;1
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO TUSCOLANO -(EX GRUPPO X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;7
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;03/01/2020;6;Segnalazione;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;3
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;03/01/2020;6;Segnalazione;3;CASA E URBANISTICA;45;CASE POPOLARI - MANCATA MANUTENZIONE;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;03/01/2020;6;Segnalazione;3;CASA E URBANISTICA;45;CASE POPOLARI - MANCATA MANUTENZIONE;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA XIV (EX MUNICIPIO XIX);2020;03/01/2020;6;Segnalazione;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;14
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;2
MUNICIPIO ROMA IX (EX MUNICIPIO XII);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;03/01/2020;6;Segnalazione;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;3
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO TUSCOLANO -(EX GRUPPO X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;7
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
GABINETTO DEL SINDACO;2020;03/01/2020;6;Segnalazione;9;INNOVAZIONE E SMART CITY;90;DIFFICOLTÀ DI ACCESSO AI SERVIZI ON LINE SCOLASTICI;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO APPIO -(EX GRUPPO IX);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;380;SOSTA SU MARCIAPIEDE - GRAVE INTRALCIO;7;Portale;6;Web;NO;7
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;48;CASSONETTO INDIFFERENZIATO PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;7
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;10
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;03/01/2020;6;Segnalazione;3;CASA E URBANISTICA;45;CASE POPOLARI - MANCATA MANUTENZIONE;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;03/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;8
MUNICIPIO ROMA VIII (EX MUNICIPIO XI);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;39;CADITOIE/TOMBINI PERICOLOSI;7;Portale;6;Web;NO;8
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;8
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO PRENESTINO -(EX GRUPPO VI);2020;03/01/2020;4;Suggerimento;11;OPERE E MANUTENZIONE DELLA CITTÀ;203;PARAPEDONALI - DA SISTEMARE;7;Portale;6;Web;NO;5
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA V (EX MUNICIPI VI E VII);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;37;CADITOIE/TOMBINI - FUORIUSCITA ACQUA/LIQUAMI;7;Portale;6;Web;NO;5
MUNICIPIO ROMA V (EX MUNICIPI VI E VII);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;7;Portale;6;Web;NO;5
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;319;! SUONI/RUMORI/SCHIAMAZZI MOLESTI;7;Portale;6;Web;SI;1
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;03/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;5
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;03/01/2020;1;Reclamo;1;AMBIENTE;250;RACCOLTA PORTA A PORTA - MANCATO RISPETTO CALENDARIO;7;Portale;6;Web;NO;10
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;7
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO PARIOLI -(EX GRUPPO II);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;2
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;03/01/2020;6;Segnalazione;3;CASA E URBANISTICA;45;CASE POPOLARI - MANCATA MANUTENZIONE;8;CRM 060606;5;Telefono;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;12
DIPARTIMENTO COMUNICAZIONE ;2020;03/01/2020;5;Apprezzamento;9;INNOVAZIONE E SMART CITY;149;IDENTIFICAZIONE PORTALE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA II  (EX MUNICIPI II E III);2020;03/01/2020;6;Segnalazione;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;2
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;380;SOSTA SU MARCIAPIEDE - GRAVE INTRALCIO;7;Portale;6;Web;NO;9
MUNICIPIO ROMA IX (EX MUNICIPIO XII);2020;03/01/2020;1;Reclamo;1;AMBIENTE;250;RACCOLTA PORTA A PORTA - MANCATO RISPETTO CALENDARIO;7;Portale;6;Web;NO;9
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;8
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;8
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;8
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;52;CESTINO PER RIFIUTI SU STRADA DA SVUOTARE - SOSTITUIRE - SISTEMARE;7;Portale;6;Web;NO;6
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;7
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO SAPIENZA -(EX GRUPPO III);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;380;SOSTA SU MARCIAPIEDE - GRAVE INTRALCIO;7;Portale;6;Web;NO;2
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;03/01/2020;1;Reclamo;1;AMBIENTE;250;RACCOLTA PORTA A PORTA - MANCATO RISPETTO CALENDARIO;7;Portale;6;Web;NO;6
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;13
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
MUNICIPIO ROMA XI (EX MUNICIPIO XV);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;257;RIFACIMENTO STRISCE PEDONALI;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA II  (EX MUNICIPI II E III);2020;03/01/2020;6;Segnalazione;9;INNOVAZIONE E SMART CITY;90;DIFFICOLTÀ DI ACCESSO AI SERVIZI ON LINE SCOLASTICI;8;CRM 060606;5;Telefono;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;1
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;13
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;14
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;03/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;150;ILLUMINAZIONE PUBBLICA - GUASTI;7;Portale;6;Web;NO;10
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO TREVI -(EX GRUPPO I);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;223;PONTI/GALLERIE/VIADOTTI - SEGNALETICA POCO VISIBILE;7;Portale;6;Web;NO;1
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;03/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;7;Portale;6;Web;NO;3
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;8
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
MUNICIPIO ROMA XIV (EX MUNICIPIO XIX);2020;03/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;150;ILLUMINAZIONE PUBBLICA - GUASTI;7;Portale;6;Web;NO;14
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;8
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;03/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;7
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO PRENESTINO -(EX GRUPPO VI);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;380;SOSTA SU MARCIAPIEDE - GRAVE INTRALCIO;7;Portale;6;Web;NO;5
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO PRENESTINO -(EX GRUPPO VI);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;380;SOSTA SU MARCIAPIEDE - GRAVE INTRALCIO;7;Portale;6;Web;NO;5
POLIZIA LOCALE ROMA CAPITALE -  III GRUPPO NOMENTANO -(EX GRUPPO IV);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;288;SICUREZZA E PROTEZIONE CIVILE - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;3
POLIZIA LOCALE ROMA CAPITALE -  III GRUPPO NOMENTANO -(EX GRUPPO IV);2020;03/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;378;MARCIAPIEDI - PRESENZA BUCHE O FESSURE;7;Portale;6;Web;NO;3
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;47;CASSONETTO CARTA PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;3
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;49;CASSONETTO PLASTICA PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;3
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;48;CASSONETTO INDIFFERENZIATO PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;3
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;48;CASSONETTO INDIFFERENZIATO PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;7
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;260;RIMOZIONE FOGLIE - MANCATA PULIZIA;7;Portale;6;Web;NO;7
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;03/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;7;Portale;6;Web;NO;7
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;300;! SOSTA SU PASSO CARRABILE;7;Portale;6;Web;SI;12
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;2
MUNICIPIO ROMA XIV (EX MUNICIPIO XIX);2020;04/01/2020;6;Segnalazione;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;14
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;1
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO CASILINO -(EX GRUPPO VII);2020;04/01/2020;4;Suggerimento;3;CASA E URBANISTICA;166;LAVORI EDILI ABUSIVI;7;Portale;6;Web;NO;5
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;9
MUNICIPIO ROMA II  (EX MUNICIPI II E III);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;48;CASSONETTO INDIFFERENZIATO PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;2
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;13
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO PRATI  -(EX GRUPPO XVII);2020;04/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;1
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;326;TOMBINI - MANCATA MANUTENZIONE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;48;CASSONETTO INDIFFERENZIATO PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;3
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO TREVI -(EX GRUPPO I);2020;04/01/2020;6;Segnalazione;9;INNOVAZIONE E SMART CITY;85;DIFFICOLTÀ DI ACCESSO AI SERVIZI ON LINE;8;CRM 060606;5;Telefono;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;277;! SEMAFORO SPENTO/LAMPEGGIANTE/PERICOLANTE/DA ORIENTARE;7;Portale;6;Web;SI;12
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;2
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;358;! VORAGINE;7;Portale;6;Web;SI;10
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;13
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;04/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;258;RIFIUTI ABBANDONATI;7;Portale;6;Web;NO;6
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;52;CESTINO PER RIFIUTI SU STRADA DA SVUOTARE - SOSTITUIRE - SISTEMARE;7;Portale;6;Web;NO;6
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;04/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;7;Portale;6;Web;NO;10
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;04/01/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;258;RIFIUTI ABBANDONATI;7;Portale;6;Web;NO;10
POLIZIA LOCALE ROMA CAPITALE -  X GRUPPO MARE -(EX GRUPPO XIII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;10
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO PRATI  -(EX GRUPPO XVII);2020;04/01/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;1
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;300;! SOSTA SU PASSO CARRABILE;7;Portale;6;Web;SI;1
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;1
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;04/01/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;9
